Data,Hora (UTC),Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Max. (%),Umi. Min. (%),Pto Orvalho Ins. (C),Pto Orvalho Max. (C),Pto Orvalho Min. (C),Pressao Ins. (hPa),Pressao Max. (hPa),Pressao Min. (hPa),Vel. Vento (m/s),Dir. Vento (m/s),Raj. Vento (m/s),Radiacao (KJ/m²),Chuva (mm)
09/06/2017,1600,"32,4","32,6","30,8","56,0","64,0","55,0","22,6","23,5","22,1","998,1","998,6","998,1","2,4","87,0","5,2","2695,10","0,0"
09/06/2017,1700,"31,8","33,1","31,4","60,0","61,0","53,0","23,0","23,5","21,8","997,6","998,1","997,5","2,6","94,0","5,3","2182,60","0,0"
09/06/2017,1800,"31,8","33,0","31,1","60,0","64,0","55,0","23,0","24,0","22,2","996,2","997,7","996,2","2,1","75,0","4,9","1730,20","0,0"
09/06/2017,1900,"33,6","33,9","31,7","52,0","61,0","50,0","22,3","23,8","21,7","994,8","996,3","994,8","2,2","84,0","5,0","2362,00","0,0"
09/06/2017,2000,"33,2","33,6","32,9","52,0","55,0","49,0","21,9","23,0","21,3","995,2","995,2","994,7","2,1","58,0","5,5","1719,80","0,0"
09/06/2017,2100,"31,6","33,2","31,6","58,0","58,0","51,0","22,3","22,4","21,6","996,2","996,2","995,2","1,6","93,0","5,1","831,30","0,0"
09/06/2017,2200,"29,8","31,6","29,8","67,0","67,0","56,0","23,0","23,0","21,9","997,1","997,1","996,2","1,4","127,0","3,7","102,20","0,0"
09/06/2017,2300,"26,4","29,8","26,4","85,0","85,0","67,0","23,7","23,7","22,9","997,9","997,9","997,1","0,7","163,0","3,0",,"0,0"
10/06/2017,0000,"26,2","26,5","26,1","87,0","88,0","85,0","24,0","24,0","23,6","997,9","998,0","997,8","0,9","130,0","1,4",,"0,0"
10/06/2017,0100,"25,7","26,5","25,7","89,0","89,0","86,0","23,8","24,0","23,6","998,5","998,5","997,8","0,3","163,0","1,3",,"0,0"
10/06/2017,0200,"26,2","26,6","25,7","85,0","89,0","83,0","23,4","23,9","23,4","998,6","998,8","998,5","1,2","180,0","3,0",,"0,0"
10/06/2017,0300,"25,6","26,2","25,6","87,0","87,0","85,0","23,3","23,4","23,3","999,1","999,1","998,6","1,7","154,0","3,9",,"0,0"
10/06/2017,0400,,,,,,,,,,,,,,,,,
10/06/2017,0500,,,,,,,,,,,,,,,,,
10/06/2017,0600,,,,,,,,,,,,,,,,,
10/06/2017,0700,,,,,,,,,,,,,,,,,
10/06/2017,0800,,,,,,,,,,,,,,,,,
10/06/2017,0900,,,,,,,,,,,,,,,,,
10/06/2017,1000,,,,,,,,,,,,,,,,,
10/06/2017,1100,"20,3",,,"86,0",,,"17,8",,,"1001,0",,,"1,5","180,0",,"34,90","0,0"
10/06/2017,1200,"21,7","21,7","20,3","81,0","86,0","80,0","18,2","18,4","17,7","1001,4","1001,5","1001,0","2,1","147,0","4,7","545,00","0,0"
10/06/2017,1300,"22,2","22,5","21,4","76,0","81,0","75,0","17,7","18,4","17,5","1001,8","1001,9","1001,2","2,7","151,0","6,2","1207,10","0,0"
10/06/2017,1400,"24,9","24,9","22,2","71,0","77,0","70,0","19,3","19,4","17,7","1001,8","1002,2","1001,8","2,5","158,0","6,1","1920,90","0,0"
10/06/2017,1500,"25,5","25,6","23,9","68,0","72,0","67,0","19,2","19,4","17,9","1001,7","1001,8","1001,6","2,6","155,0","6,0","2650,60","0,0"
10/06/2017,1600,"25,7","26,2","24,9","67,0","70,0","65,0","19,2","19,9","18,4","1001,5","1001,7","1001,5","2,5","144,0","5,3","2712,80","0,0"
10/06/2017,1700,"27,2","27,8","25,8","66,0","70,0","63,0","20,3","20,8","19,2","1000,6","1001,5","1000,6","1,3","222,0","4,8","2356,30","0,0"
10/06/2017,1800,"27,9","28,9","27,2","63,0","66,0","61,0","20,2","21,6","19,5","999,5","1000,6","999,5","1,3","179,0","4,3","2376,80","0,0"
10/06/2017,1900,"26,2","28,7","26,2","71,0","72,0","63,0","20,6","21,7","20,1","999,5","999,6","999,3","3,0","217,0","5,9","1277,90","0,0"
10/06/2017,2000,"26,9","27,1","26,0","71,0","75,0","68,0","21,1","21,8","20,1","999,1","999,5","999,1","2,1","227,0","5,9","1269,20","0,0"
10/06/2017,2100,"25,8","26,9","25,6","74,0","75,0","70,0","20,9","21,4","20,4","999,1","999,3","999,0","1,8","230,0","4,6","588,40","0,0"
10/06/2017,2200,"24,6","26,0","24,6","79,0","79,0","74,0","20,7","21,0","20,6","999,5","999,6","999,1","1,5","247,0","4,0","181,10","0,0"
10/06/2017,2300,"23,2","24,6","23,2","84,0","84,0","79,0","20,3","20,7","20,3","999,9","999,9","999,5","1,7","225,0","5,2",,"0,0"
11/06/2017,0000,"22,5","23,2","22,4","87,0","87,0","84,0","20,3","20,4","20,2","1000,4","1000,4","999,9","1,2","222,0","3,9",,"0,0"
11/06/2017,0100,"22,6","22,6","22,1","86,0","88,0","86,0","20,1","20,3","20,0","1000,6","1000,6","1000,3","1,4","225,0","3,5",,"0,0"
11/06/2017,0200,"22,2","22,6","22,2","87,0","87,0","86,0","19,9","20,1","19,9","1000,6","1000,7","1000,6","1,5","216,0","3,1",,"0,0"
11/06/2017,0300,"21,7","22,2","21,7","89,0","89,0","87,0","19,7","19,9","19,7","1000,9","1001,1","1000,6","1,7","227,0","4,3",,"0,0"
11/06/2017,0400,"21,1","21,7","21,1","90,0","90,0","89,0","19,5","19,7","19,5","1000,8","1000,9","1000,8","2,0","212,0","5,4",,"0,0"
11/06/2017,0500,,,,,,,,,,,,,,,,,
11/06/2017,0600,,,,,,,,,,,,,,,,,
11/06/2017,0700,,,,,,,,,,,,,,,,,
11/06/2017,0800,,,,,,,,,,,,,,,,,
11/06/2017,0900,,,,,,,,,,,,,,,,,
11/06/2017,1000,,,,,,,,,,,,,,,,,
11/06/2017,1100,,,,,,,,,,,,,,,,,
11/06/2017,1200,"20,1","20,2","19,9","97,0","97,0","97,0","19,7","19,8","19,4","1000,8","1000,8","1000,2","1,2","205,0","2,6","99,60","0,0"
11/06/2017,1300,"20,5","20,6","20,1","97,0","97,0","97,0","20,1","20,2","19,6","1001,5","1001,5","1000,8","1,3","204,0","3,5","301,90","0,0"
11/06/2017,1400,"21,9","22,4","20,5","88,0","97,0","86,0","19,8","20,8","19,4","1000,9","1001,5","1000,9","1,6","140,0","3,9","923,10","0,0"
11/06/2017,1500,"23,7","23,8","21,9","80,0","88,0","80,0","20,2","20,4","19,5","1000,0","1000,9","1000,0","1,1","200,0","3,5","1341,60","0,0"
11/06/2017,1600,"25,0","25,0","23,5","76,0","82,0","75,0","20,5","21,0","19,7","999,5","1000,0","999,5","0,9","207,0","2,9","1375,60","0,0"
11/06/2017,1700,"26,0","26,2","24,4","73,0","79,0","71,0","20,7","21,0","19,9","998,7","999,5","998,7","1,1","186,0","3,6","1438,40","0,0"
11/06/2017,1800,"26,6","26,6","25,7","70,0","74,0","70,0","20,7","21,2","20,2","998,0","998,7","998,0","1,2","193,0","3,1","1673,10","0,0"
11/06/2017,1900,"27,8","28,3","26,2","65,0","72,0","63,0","20,6","21,3","19,9","997,1","998,0","997,1","1,1","3,0","2,9","2033,30","0,0"
11/06/2017,2000,"27,8","28,5","27,2","65,0","68,0","63,0","20,7","21,4","20,1","997,3","997,3","997,0","2,2","312,0","4,3","1619,10","0,0"
11/06/2017,2100,"27,1","27,9","27,1","69,0","70,0","65,0","20,8","21,1","20,3","997,6","997,6","997,2","1,9","282,0","4,3","1021,10","0,0"
11/06/2017,2200,"25,6","27,1","25,6","75,0","75,0","68,0","20,8","21,0","20,6","998,1","998,1","997,6","1,9","279,0","3,7","274,10","0,0"
11/06/2017,2300,"24,6","25,6","24,6","80,0","80,0","75,0","20,9","20,9","20,7","998,7","998,7","998,1","2,1","286,0","3,8",,"0,0"
12/06/2017,0000,"23,9","24,6","23,9","83,0","83,0","80,0","20,8","21,0","20,7","998,8","998,9","998,7","2,4","286,0","5,7",,"0,0"
12/06/2017,0100,"23,7","23,9","23,6","84,0","84,0","83,0","20,8","20,9","20,7","999,2","999,2","998,8","1,5","284,0","5,2",,"0,0"
12/06/2017,0200,"23,7","23,7","23,6","83,0","84,0","83,0","20,7","20,8","20,7","999,2","999,3","999,1","1,1","268,0","3,3",,"0,0"
12/06/2017,0300,"23,4","23,7","23,4","85,0","85,0","83,0","20,6","20,7","20,6","999,4","999,5","999,2","0,6","276,0","3,0",,"0,0"
12/06/2017,0400,"21,8","23,4","21,8","90,0","90,0","85,0","20,1","20,6","20,1","999,7","999,7","999,3","0,6","179,0","1,8",,"0,0"
12/06/2017,0500,,,,,,,,,,,,,,,,,
12/06/2017,0600,,,,,,,,,,,,,,,,,
12/06/2017,0700,,,,,,,,,,,,,,,,,
12/06/2017,0800,,,,,,,,,,,,,,,,,
12/06/2017,0900,,,,,,,,,,,,,,,,,
12/06/2017,1000,,,,,,,,,,,,,,,,,
12/06/2017,1100,"20,4",,,"98,0",,,"20,0",,,"999,6",,,"0,2","123,0",,"30,20","0,0"
12/06/2017,1200,"22,9","22,9","20,4","96,0","98,0","96,0","22,3","22,4","20,0","999,9","1000,0","999,6","1,3","177,0","3,6","525,80","0,0"
12/06/2017,1300,"25,2","25,2","22,9","80,0","96,0","80,0","21,6","22,5","21,5","999,7","999,9","999,6","2,2","159,0","4,4","1387,10","0,0"
12/06/2017,1400,"27,4","27,7","25,2","72,0","82,0","72,0","22,0","22,7","21,6","1000,1","1000,2","999,7","1,8","165,0","4,4","2054,70","0,0"
12/06/2017,1500,"28,8","28,9","27,4","67,0","74,0","66,0","21,9","23,1","21,2","1000,3","1000,3","1000,1","1,9","137,0","4,3","2304,30","0,0"
12/06/2017,1600,"29,4","30,2","28,4","63,0","68,0","60,0","21,5","22,7","20,8","999,9","1000,3","999,9","2,2","167,0","5,5","2621,10","0,0"
12/06/2017,1700,"30,3","30,9","29,0","61,0","65,0","58,0","22,0","22,9","21,1","998,9","999,9","998,9","2,5","179,0","4,9","2532,10","0,0"
12/06/2017,1800,"31,1","31,4","29,4","58,0","63,0","54,0","21,8","23,1","20,7","997,6","998,9","997,6","2,0","159,0","4,7","2713,40","0,0"
12/06/2017,1900,"31,5","31,7","29,9","54,0","59,0","53,0","21,2","22,0","20,1","997,1","997,6","997,1","1,9","166,0","4,9","2000,40","0,0"
12/06/2017,2000,"29,8","31,9","29,8","60,0","60,0","52,0","21,3","21,8","20,4","996,8","997,1","996,6","1,6","166,0","4,2","1485,60","0,0"
12/06/2017,2100,"29,1","29,9","29,1","66,0","68,0","58,0","22,2","22,8","20,5","997,1","997,4","996,8","0,9","157,0","3,0","323,70","0,0"
12/06/2017,2200,"27,1","29,2","27,1","82,0","82,0","64,0","23,8","23,8","21,5","997,0","997,1","997,0","1,0","179,0","2,1","98,80","0,0"
12/06/2017,2300,"25,0","27,4","25,0","88,0","88,0","75,0","22,9","23,9","22,0","997,3","997,3","997,0","1,2","206,0","1,7",,"0,0"
13/06/2017,0000,"24,0","25,1","24,0","91,0","91,0","88,0","22,4","22,9","22,3","997,4","997,4","997,3","0,7","199,0","1,5",,"0,0"
13/06/2017,0100,"23,2","24,7","23,2","92,0","92,0","89,0","21,7","22,9","21,7","997,5","997,6","997,4","0,8","179,0","1,2",,"0,0"
13/06/2017,0200,"22,7","23,3","22,7","95,0","95,0","92,0","21,9","22,1","21,6","997,7","997,7","997,5","0,9","195,0","1,4",,"0,0"
13/06/2017,0300,"22,5","22,7","22,4","96,0","96,0","94,0","21,8","21,9","21,5","998,0","998,1","997,7","0,3","173,0","1,2",,"0,0"
13/06/2017,0400,,,,,,,,,,,,,,,,,
13/06/2017,0500,,,,,,,,,,,,,,,,,
13/06/2017,0600,,,,,,,,,,,,,,,,,
13/06/2017,0700,,,,,,,,,,,,,,,,,
13/06/2017,0800,,,,,,,,,,,,,,,,,
13/06/2017,0900,,,,,,,,,,,,,,,,,
13/06/2017,1000,,,,,,,,,,,,,,,,,
13/06/2017,1100,,,,,,,,,,,,,,,,,
13/06/2017,1200,"24,2","24,2","20,4","92,0","98,0","92,0","22,8","22,9","19,9","998,0","998,3","997,8","0,7","167,0","1,8","522,40","0,0"
13/06/2017,1300,"26,9","26,9","24,2","79,0","92,0","78,0","23,0","23,0","21,8","998,2","998,2","997,9","1,3","162,0","3,2","1358,30","0,0"
13/06/2017,1400,"28,6","28,7","26,9","67,0","79,0","67,0","22,0","23,1","21,6","999,0","999,0","998,2","2,2","150,0","4,0","2034,40","0,0"
13/06/2017,1500,"29,2","30,0","28,6","62,0","68,0","61,0","21,2","22,5","21,2","999,5","999,5","999,0","1,9","119,0","4,6","2507,10","0,0"
13/06/2017,1600,"30,1","31,5","29,0","56,0","66,0","54,0","20,4","22,9","20,2","999,2","999,6","999,2","2,4","137,0","4,9","2923,10","0,0"
13/06/2017,1700,"30,1","31,4","30,0","59,0","61,0","54,0","21,2","22,1","20,3","998,7","999,3","998,7","2,0","147,0","4,9","2423,10","0,0"
13/06/2017,1800,"31,8","32,4","30,1","50,0","60,0","49,0","20,1","21,9","19,8","997,7","998,7","997,7","1,9","155,0","4,6","2689,80","0,0"
13/06/2017,1900,"30,6","31,9","30,4","53,0","57,0","49,0","20,1","21,6","19,4","997,6","997,8","997,5","1,4","144,0","4,1","1296,90","0,0"
13/06/2017,2000,"31,2","32,7","30,3","53,0","57,0","48,0","20,4","21,4","19,3","997,4","997,7","997,1","1,4","140,0","4,4","1218,70","0,0"
13/06/2017,2100,"31,3","32,2","31,0","48,0","53,0","46,0","19,1","20,0","18,9","997,0","997,4","996,8","1,7","124,0","4,0","825,20","0,0"
13/06/2017,2200,"27,6","31,4","27,6","76,0","76,0","48,0","23,0","23,1","18,9","997,8","997,8","997,0","0,7","181,0","2,8","237,80","0,0"
13/06/2017,2300,"24,8","27,6","24,8","87,0","87,0","76,0","22,4","23,2","22,3","998,4","998,5","997,8","0,6","126,0","1,3",,"0,0"
14/06/2017,0000,"23,8","24,8","23,7","90,0","90,0","87,0","21,9","22,5","21,8","998,5","998,6","998,4","0,5","205,0","1,4",,"0,0"
14/06/2017,0100,"23,2","23,8","23,1","91,0","91,0","90,0","21,7","22,1","21,5","998,7","998,7","998,5","0,4","105,0","1,5",,"0,0"
14/06/2017,0200,"22,7","23,2","22,6","92,0","92,0","91,0","21,3","21,7","21,2","999,2","999,2","998,7","0,4","192,0","1,9",,"0,0"
14/06/2017,0300,"22,2","22,8","22,2","93,0","93,0","92,0","21,1","21,5","21,0","999,4","999,4","999,2","0,6","201,0","1,0",,"0,0"
14/06/2017,0400,,,,,,,,,,,,,,,,,
14/06/2017,0500,,,,,,,,,,,,,,,,,
14/06/2017,0600,,,,,,,,,,,,,,,,,
14/06/2017,0700,,,,,,,,,,,,,,,,,
14/06/2017,0800,,,,,,,,,,,,,,,,,
14/06/2017,0900,,,,,,,,,,,,,,,,,
14/06/2017,1000,,,,,,,,,,,,,,,,,
14/06/2017,1100,,,,,,,,,,,,,,,,,
14/06/2017,1200,"24,9","24,9","21,6","81,0","96,0","81,0","21,5","21,6","21,1","1000,1","1000,1","999,6","1,8","164,0","3,0","512,40","0,0"
14/06/2017,1300,"27,6","27,6","24,9","72,0","82,0","71,0","22,0","22,3","21,2","1000,1","1000,2","1000,0","2,0","151,0","3,8","1340,30","0,0"
14/06/2017,1400,"29,2","29,3","27,5","64,0","73,0","64,0","21,7","22,5","21,3","1000,8","1000,9","1000,1","2,4","132,0","4,6","2022,00","0,0"
14/06/2017,1500,"30,7","31,0","29,1","57,0","66,0","57,0","21,3","22,7","21,3","1000,9","1000,9","1000,8","2,6","153,0","4,8","2579,10","0,0"
14/06/2017,1600,"32,1","32,2","30,6","51,0","59,0","51,0","20,8","22,6","20,4","1000,6","1000,9","1000,6","2,8","131,0","6,3","2908,80","0,0"
14/06/2017,1700,"31,5","33,0","31,5","52,0","55,0","48,0","20,5","22,0","20,2","1000,0","1000,7","1000,0","2,5","119,0","6,3","2872,90","0,0"
14/06/2017,1800,"32,0","33,2","31,4","50,0","56,0","47,0","20,1","22,0","19,9","999,1","1000,0","999,1","3,0","129,0","5,6","2538,90","0,0"
14/06/2017,1900,"33,1","33,1","31,5","46,0","54,0","43,0","19,9","21,8","18,8","998,4","999,1","998,4","2,3","134,0","5,5","1896,70","0,0"
14/06/2017,2000,"32,1","33,1","30,9","50,0","57,0","45,0","20,3","22,1","19,6","998,1","998,4","998,0","3,3","128,0","6,2","1543,80","0,0"
14/06/2017,2100,"31,7","32,5","31,7","51,0","52,0","47,0","20,5","21,2","19,6","998,3","998,3","998,1","1,8","142,0","6,2","989,90","0,0"
14/06/2017,2200,"28,1","31,7","28,1","72,0","72,0","51,0","22,6","22,6","20,4","999,4","999,4","998,3","0,9","184,0","2,8","140,90","0,0"
14/06/2017,2300,"25,4","28,1","25,4","85,0","85,0","72,0","22,7","22,9","22,5","999,6","999,7","999,4","0,4","159,0","1,4",,"0,0"
15/06/2017,0000,"24,5","25,4","24,4","88,0","89,0","84,0","22,4","22,8","22,3","999,7","999,7","999,6","0,6","166,0","1,9",,"0,0"
15/06/2017,0100,"23,6","24,5","23,6","90,0","91,0","88,0","22,0","22,4","21,9","999,8","999,9","999,7","0,6","163,0","1,1",,"0,0"
15/06/2017,0200,"23,3","23,7","23,3","91,0","91,0","90,0","21,7","22,0","21,7","1000,2","1000,2","999,8","0,8","207,0","1,2",,"0,0"
15/06/2017,0300,,,,,,,,,,,,,,,,,
15/06/2017,0400,,,,,,,,,,,,,,,,,
15/06/2017,0500,,,,,,,,,,,,,,,,,
15/06/2017,0600,,,,,,,,,,,,,,,,,
15/06/2017,0700,,,,,,,,,,,,,,,,,
15/06/2017,0800,,,,,,,,,,,,,,,,,
15/06/2017,0900,,,,,,,,,,,,,,,,,
15/06/2017,1000,,,,,,,,,,,,,,,,,
15/06/2017,1100,"21,2",,,"97,0",,,"20,7",,,"1000,0",,,"0,2","96,0",,"27,60","0,0"
15/06/2017,1200,"25,0","25,0","21,2","85,0","97,0","85,0","22,2","23,0","20,7","1000,3","1000,3","1000,0","0,8","172,0","1,4","490,60","0,0"
15/06/2017,1300,"27,9","27,9","25,0","73,0","85,0","73,0","22,7","22,9","21,9","1000,4","1000,5","1000,2","1,8","127,0","3,7","1326,90","0,0"
15/06/2017,1400,"29,4","29,5","27,6","66,0","73,0","65,0","22,3","22,7","21,7","1000,7","1000,7","1000,4","2,1","166,0","4,6","2008,20","0,0"
15/06/2017,1500,"31,0","31,2","29,4","55,0","67,0","55,0","21,0","23,0","21,0","1000,7","1000,9","1000,7","1,9","142,0","4,4","2552,90","0,0"
15/06/2017,1600,"32,5","32,7","30,9","50,0","59,0","49,0","20,7","22,6","19,9","1000,5","1000,7","1000,5","2,2","101,0","4,5","2883,50","0,0"
15/06/2017,1700,"32,0","33,1","31,5","52,0","55,0","46,0","20,9","21,9","19,2","1000,2","1000,5","1000,0","2,4","138,0","5,9","2852,60","0,0"
15/06/2017,1800,"33,5","33,9","31,0","43,0","54,0","43,0","19,2","21,6","19,1","999,4","1000,2","999,4","1,4","109,0","5,3","1690,90","0,0"
15/06/2017,1900,"33,4","34,2","32,7","40,0","43,0","37,0","18,1","18,9","17,0","998,1","999,4","998,1","2,9","104,0","6,2","2172,50","0,0"
15/06/2017,2000,"32,8","33,4","32,7","44,0","44,0","38,0","18,8","19,2","17,2","998,1","998,2","998,1","3,0","112,0","6,3","1719,90","0,0"
15/06/2017,2100,"32,3","33,0","32,1","45,0","47,0","43,0","19,0","19,4","18,5","998,3","998,3","998,0","1,9","103,0","5,2","966,70","0,0"
15/06/2017,2200,"29,3","32,3","29,3","59,0","59,0","45,0","20,5","20,5","18,8","999,0","999,0","998,3","0,9","99,0","4,0","211,10","0,0"
15/06/2017,2300,"25,1","29,3","25,1","84,0","84,0","59,0","22,1","22,3","20,4","999,7","999,8","999,0","0,3","157,0","2,3",,"0,0"
16/06/2017,0000,"24,1","25,1","24,1","87,0","88,0","84,0","21,9","22,2","21,9","999,6","999,7","999,6","0,6","206,0","1,6",,"0,0"
16/06/2017,0100,"23,3","24,1","23,3","90,0","90,0","87,0","21,6","21,9","21,6","999,9","999,9","999,6","0,7","179,0","1,4",,"0,0"
16/06/2017,0200,,,,,,,,,,,,,,,,,
16/06/2017,0300,,,,,,,,,,,,,,,,,
16/06/2017,0400,,,,,,,,,,,,,,,,,
16/06/2017,0500,,,,,,,,,,,,,,,,,
16/06/2017,0600,,,,,,,,,,,,,,,,,
16/06/2017,0700,,,,,,,,,,,,,,,,,
16/06/2017,0800,,,,,,,,,,,,,,,,,
16/06/2017,0900,,,,,,,,,,,,,,,,,
16/06/2017,1000,,,,,,,,,,,,,,,,,
16/06/2017,1100,,,,,,,,,,,,,,,,,
16/06/2017,1200,"24,3","24,3","20,2","87,0","97,0","87,0","21,9","22,5","19,7","1000,0","1000,3","1000,0","1,0","173,0","2,4","503,70","0,0"
16/06/2017,1300,"27,5","27,6","24,3","68,0","87,0","68,0","21,1","22,1","20,9","1000,0","1000,1","999,8","1,7","111,0","3,5","1345,00","0,0"
16/06/2017,1400,"30,2","30,2","27,5","58,0","70,0","58,0","20,9","22,2","20,9","999,9","1000,1","999,8","1,7","137,0","3,4","2021,50","0,0"
16/06/2017,1500,"31,6","31,9","29,9","51,0","59,0","50,0","20,3","22,0","19,5","1000,0","1000,1","999,9","2,2","134,0","4,5","2581,90","0,0"
16/06/2017,1600,"32,7","33,1","31,5","43,0","52,0","42,0","18,6","20,5","18,3","999,7","1000,1","999,7","2,6","85,0","5,8","2909,50","0,0"
16/06/2017,1700,"32,5","33,2","31,5","41,0","48,0","40,0","17,7","19,6","17,4","999,4","999,7","999,4","2,6","100,0","5,4","2141,20","0,0"
16/06/2017,1800,"33,6","34,2","32,5","36,0","43,0","34,0","16,3","18,7","15,8","998,1","999,4","998,1","2,7","65,0","6,5","2947,30","0,0"
16/06/2017,1900,"33,2","34,1","32,8","41,0","43,0","31,0","18,2","19,1","14,5","997,7","998,1","997,7","2,5","51,0","6,3","2515,00","0,0"
16/06/2017,2000,"32,1","34,1","31,9","45,0","46,0","36,0","18,6","19,0","16,5","997,3","997,7","997,2","1,5","98,0","5,7","1716,00","0,0"
16/06/2017,2100,"30,4","33,3","30,4","54,0","54,0","39,0","20,0","20,4","17,3","997,9","997,9","997,3","1,0","149,0","4,0","631,80","0,0"
16/06/2017,2200,"27,0","30,4","27,0","76,0","76,0","54,0","22,5","22,6","19,9","998,0","998,1","997,9","0,6","112,0","2,2","96,90","0,0"
16/06/2017,2300,"24,9","27,0","24,9","86,0","86,0","76,0","22,4","22,9","22,2","998,2","998,2","998,0","0,6","180,0","1,6",,"0,0"
17/06/2017,0000,"24,0","24,9","23,9","89,0","89,0","86,0","22,1","22,4","21,9","998,3","998,3","998,2","0,2","152,0","1,0",,"0,0"
17/06/2017,0100,,,,,,,,,,,,,,,,,
17/06/2017,0200,,,,,,,,,,,,,,,,,
17/06/2017,0300,,,,,,,,,,,,,,,,,
17/06/2017,0400,,,,,,,,,,,,,,,,,
17/06/2017,0500,,,,,,,,,,,,,,,,,
17/06/2017,0600,,,,,,,,,,,,,,,,,
17/06/2017,0700,,,,,,,,,,,,,,,,,
17/06/2017,0800,,,,,,,,,,,,,,,,,
17/06/2017,0900,,,,,,,,,,,,,,,,,
17/06/2017,1000,,,,,,,,,,,,,,,,,
17/06/2017,1100,,,,,,,,,,,,,,,,,
17/06/2017,1200,"24,3","24,3","19,7","90,0","97,0","90,0","22,5","22,5","19,2","998,8","998,9","998,4","0,4","172,0","1,0","502,60","0,0"
17/06/2017,1300,"28,2","28,3","24,4","69,0","89,0","67,0","22,1","22,9","21,4","998,8","998,8","998,7","1,5","59,0","3,1","1326,40","0,0"
17/06/2017,1400,"30,2","30,2","28,2","55,0","70,0","53,0","20,1","22,2","19,5","998,7","998,8","998,7","2,8","62,0","5,0","2010,90","0,0"
17/06/2017,1500,"31,6","31,8","30,2","49,0","55,0","49,0","19,5","20,6","19,1","998,9","998,9","998,7","2,4","73,0","5,1","2568,20","0,0"
17/06/2017,1600,"32,3","32,7","31,3","46,0","50,0","43,0","19,2","20,4","18,4","998,5","998,9","998,5","3,2","65,0","7,0","2880,80","0,0"
17/06/2017,1700,"33,1","33,5","32,0","42,0","47,0","42,0","18,6","20,1","18,0","997,8","998,5","997,8","2,5","39,0","6,4","3004,50","0,0"
17/06/2017,1800,"33,4","33,7","32,5","38,0","44,0","37,0","17,2","19,6","15,9","997,1","997,8","997,1","2,4","67,0","5,6","2873,70","0,0"
17/06/2017,1900,"32,2","33,5","31,9","41,0","46,0","38,0","17,4","19,2","16,9","996,8","997,1","996,8","2,1","52,0","5,0","1062,70","0,0"
17/06/2017,2000,"32,6","33,7","31,7","41,0","45,0","37,0","17,6","18,8","16,5","996,1","996,8","996,1","1,8","64,0","5,5","1343,90","0,0"
17/06/2017,2100,"32,1","32,9","32,1","41,0","43,0","38,0","17,0","18,4","16,3","996,2","996,2","996,1","1,8","52,0","4,5","923,40","0,0"
17/06/2017,2200,"30,2","32,1","30,2","51,0","51,0","40,0","18,8","18,8","16,5","997,0","997,0","996,2","1,1","70,0","3,8","250,40","0,0"
17/06/2017,2300,"24,6","30,2","24,6","82,0","82,0","50,0","21,2","21,3","18,8","997,8","997,9","997,0","0,5","165,0","2,1",,"0,0"
18/06/2017,0000,"23,7","24,6","23,7","87,0","87,0","82,0","21,4","21,5","21,2","998,3","998,3","997,8","0,6","200,0","1,0",,"0,0"
18/06/2017,0100,,,,,,,,,,,,,,,,,
18/06/2017,0200,,,,,,,,,,,,,,,,,
18/06/2017,0300,,,,,,,,,,,,,,,,,
18/06/2017,0400,,,,,,,,,,,,,,,,,
18/06/2017,0500,,,,,,,,,,,,,,,,,
18/06/2017,0600,,,,,,,,,,,,,,,,,
18/06/2017,0700,,,,,,,,,,,,,,,,,
18/06/2017,0800,,,,,,,,,,,,,,,,,
18/06/2017,0900,,,,,,,,,,,,,,,,,
18/06/2017,1000,,,,,,,,,,,,,,,,,
18/06/2017,1100,,,,,,,,,,,,,,,,,
18/06/2017,1200,"25,1","25,1","20,8","84,0","97,0","84,0","22,2","22,8","20,3","999,1","999,2","998,8","0,7","139,0","1,2","499,70","0,0"
18/06/2017,1300,"29,3","29,3","25,1","64,0","85,0","64,0","21,7","22,8","21,7","998,9","999,2","998,9","1,1","75,0","2,4","1307,70","0,0"
18/06/2017,1400,"30,5","30,9","29,1","56,0","67,0","55,0","20,8","22,4","20,8","999,0","999,1","998,8","2,0","63,0","4,3","1983,10","0,0"
18/06/2017,1500,"31,6","32,1","30,5","53,0","57,0","52,0","21,0","21,8","20,5","999,0","999,1","998,9","2,8","32,0","5,0","2587,70","0,0"
18/06/2017,1600,"32,4","32,9","31,0","49,0","56,0","49,0","20,3","22,0","20,1","998,5","999,0","998,5","2,0","54,0","6,8","2339,60","0,0"
18/06/2017,1700,"31,9","33,1","31,5","52,0","53,0","48,0","20,7","21,4","19,6","998,0","998,5","998,0","2,2","78,0","5,6","1742,30","0,0"
18/06/2017,1800,"32,9","33,7","31,7","45,0","53,0","44,0","19,3","21,2","18,9","996,9","998,1","996,9","2,7","29,0","4,9","2095,90","0,0"
18/06/2017,1900,"32,5","33,6","32,1","48,0","49,0","43,0","20,0","20,5","18,9","996,4","997,0","996,4","1,4","39,0","5,3","1865,70","0,0"
18/06/2017,2000,"32,5","33,5","32,1","48,0","49,0","43,0","20,0","20,5","18,7","996,4","996,5","996,3","1,9","60,0","4,4","1182,90","0,0"
18/06/2017,2100,"32,3","32,9","32,3","49,0","50,0","45,0","20,1","20,7","19,4","996,4","996,5","996,3","1,8","60,0","4,6","1026,50","0,0"
